Agha Khan Comments,Agha Khan Ratings,Agha Khan Sentiment,Coptic Comments,Coptic Ratings,Coptic sentiment,Kenyatta Comments,Kenyatta Rating,Kenyatta sentiment,Kenyatta University Comments,Kenyatta University Ratings,Kenyatta sentiment,Mama Lucy Comments,Mama Lucy Ratings,Mama Lucy sentiment,Mbagathi Comments,Mbagathi Ratings,Mbagathi sentiment,Mshah Comments,Mshah Ratings,Mshah sentiment,Nairobi Hospital Comments,Nairobi Hospital Rating,Nairobi sentiment,Nairobi West Comments,Nairobi West Ratings,Nairobi West sentiment,Pumwani Comments,Pumwani Ratings,Pumwani sentiment,,REVIEW,SENTIMENT,RATING
It was 22 years ago and I was a a 20 year old British visitor in Nairobi. This wonderful hospital saved my life from falciparum malaria and septicaemia. I am forever grateful to them. ???????????? �,5,positive,"I would recommend Coptic Hospital for gaenacological services. It's been an experience worth recommending. Every hospital has different doctors and sections and my experience was worthy of a mention. Every medical condition takes a process, …",5,positive,Good job Kenyatta National Hospital ....our patient was well attended by qualified doctors and discharged ...thank you Dr.Peter Munene...all the glory be to God,5,positive,"KUTRRH is the best hospital I have ever come across, actually, the facilities the working personel and the department at large are just wow!!🙏🙏🙏 I can't complain about it,,😊😊 …",5,positive,Best health care partners but you must improve on your services thus I rate this place 4.5stars,5,positive,"I had a pathetic experience with this hospital and ended up losing a relative.
Very relaxed doctors and nurses who have to be begged to attend to a patient.
Selling medicine inside the facility and worse off unwilling to administer it to …",1,negative,"For many years; MP Shah hospital has  served my family well whenever we have had any medical problems. Their services are great; facilities are continually being improved, staff are friendly and professional!",5,positive,"If you want to die, go to Nairobi Hospital.
Poor, delayed service!
Unless you know a guy who knows a guy, be ready to wait for hours when you go …",5,negative,"Professional medical team and courteous staff members.
Lack of basic necessities such as tissue paper and drinking water in  a patients ward. …",4,positive,"Well I visited Pumwani Maternity Hospital last night 9th April 2021 2:35am, with my wife. From the reception, I met a cool Hatari Soldier who made sure all went well. He was welcoming. I left her to their care and all I got from her on the …",5,positive,,It was 22 years ago and I was a a 20 year old British visitor in Nairobi. This wonderful hospital saved my life from falciparum malaria and septicaemia. I am forever grateful to them. ???????????? �,positive,5
I was at the Doctor�s plaza in the neurology department for an appointment with Dr S. Mbugua  this afternoon at 1:30 pm. They made me wait 3 hours and only when I asked for a refund did they apologize. A little too late I say. No matter how your name value WAS that�s no way to treat patients. Time is money for everyone!,1,positive,"My experience with Coptic Hospital was amazing to say the least. It is the most professional hospital I have seen in Kenya, with high quality service and care. I walked into the ED after not feeling well and they took care of me right away. …",5,positive,Busy and clean these days.. also well organized... they will advise you where to go for help if they can't help. I'm praying for your or your family/friend 's quick recovery,5,positive,"My whole experience with the hospital was fantastic, your medical personnel are the best I have seen. However, please improve the billing department",1,positive,It's good place for medical assistance,5,positive,Long waiting queus at the facility,5,negative,The nurses are extremely neglectful and rude to an operated patient despite doctor�s instructions of providing utmost care and ensuring she has hot drinks and meals available. Extremely dissatisfied with the service and staff especially the nurses. Kindly be mindful of booking with the new maternity wing and their �faulty bell�,1,negative,I just cannot understand why it should take more than 1.5 hours to get medication after prescription. What level of inefficiency is this? …,2,negative,"I cannot express enough gratitude to Nairobi West Hospital for the exemplary care they provided to my father during his time there. The dedication, expertise, and compassion of the doctors were paramount in his recovery, leaving us …",4,positive,"The services are top-notch,the nurses and doctors are caring and offer family planning services,immunization services,postnatal care,prenatal care,labour and delivery too and there is also a nursing school inside offering general nursing and midwifery studies",4,positive,,I was at the Doctor�s plaza in the neurology department for an appointment with Dr S. Mbugua  this afternoon at 1:30 pm. They made me wait 3 hours and only when I asked for a refund did they apologize. A little too late I say. No matter how your name value WAS that�s no way to treat patients. Time is money for everyone!,positive,1
Today at about 1630 hrs I came into Aga Khan Dental at Parks place so I can pull out my sons tooth which had broken into two pieces one was still stuck and it was causing deep pain. I was told that they can't do today as the dentist is busy �,1,positive,The best hospital. Very clean with amazing medical team. Thank you Dr wasuna,5,positive,"Hi,i delivered safely last week in your facility with the help of dr Caroline Opuch and other nurses.The services were good i was well taken care of together with my newborn.I also want to thank the nutritionist who assisted me with my milk �",4,positive,"This guard is busy asking for bribes from Visitors during the allotted Visiting Hours. Ati “I am the one in charge here”, “niongeleshe vizuri”… “Mimi ndio mkubwa hapa”. Kindly note when we are visiting our loved ones we are not coming to …",5,negative,Its a government hospital located at kayole spine road of kangundo Road next to administration police headquarters.  Its one of the largest hospital named after her late Lucy kibaki. Most of the services provided are free and even medication. Only a hundred Bob for consultation,5,positive,"Good services however waiting time for scanning need to be improved.i waited for over 2hours.consider procuring more scan equipment
Consider restocking your pharmacy.i was prescribed 3 drugs but they had only one",5,positive,"MP Shah Hosp is a  true industry leader in the Health care services. Staff are friendly, professional and very courteous. The service is world class with multiple service points which reduced waiting time. Keep up.",5,positive,Such a slow service... waited for 6 hours just to get discharge. Come here if you want to waste your time. 4 hours to get a bed for a severly sick patient...,5,negative,"Best maternity services ever !!!!!!!you guys are doing a good job Al recommend More people to this fertility. The food is good , cleanliness is on the next level …",5,positive,"Kuna Pumwani ingine ama ni ile najua... Personally i had the worst experience, from occupied guards to a long unattended que with no doctor at the triage. Had to go to another hospital",5,negative,,Today at about 1630 hrs I came into Aga Khan Dental at Parks place so I can pull out my sons tooth which had broken into two pieces one was still stuck and it was causing deep pain. I was told that they can't do today as the dentist is busy �,positive,1
"The guards/staff could not give proper directions when I inquired. I wasted more than an hour when directed to the wrong place, took a ticket only to be told I need to start afresh elsewhere! I had to go to another hospital.",1,positive,Worst hospital ever..the finance office is Total B.S..there is only one person serving over 200 people..they will tell you insurance is not working..and nhif is not responding...you can literally die waiting and the billing officer is very …,1,negative,"There service delivery is good and if you have an NHIF card, it can pay for your bill unlike other Hospitals. Best and adequate doctors to attend to patients",5,positive,"Excellent medical care,great modern facilities, 5 star ambience and enough security.  ....very affordable compared to other private hospitals. Try the facility.",5,positive,Health issues this is the place for mostly nowadays their services have improved 👏🏾 …,2,positive,"So sad I we couldn't find a wheelchair for our patient. There was only one wheelchair available.
It was very frustrating because our patient couldn't walk",1,negative,Good ambience at Village Market. A queue management system will be very helpful to manage the queues noting the clinic is multi-speciality and not just the normal Outpatient medical Centre.,4,positive,"I love how you guys manage your systems,very swift.
Customer service top notch.",1,positive,"Came to NWH on 6th Jan 2024 having been referred here for head CT..the registration desk process was good,I had to wait for 1hr 40minutes to be seen by a doctor, despite having a. Trauma on my left ear..the doctor send me for the CT …",2,positive,Biggest maternity hospital in Kenya. Nirmal delivery is free. Sometimes midwives can be rude but this is due to the scandals of baby's being stolen or exchanged. It's also due to many women in labour and few staff. They need to do first …,5,negative,,"The guards/staff could not give proper directions when I inquired. I wasted more than an hour when directed to the wrong place, took a ticket only to be told I need to start afresh elsewhere! I had to go to another hospital.",positive,1
"I really have to commend the service. The visit has been so smooth, despite the waiting time, all staff have been extremely helpful. From the security, to the reception, nurses and doctors and all staff are all going beyond. This is �",5,positive,This is a very nice hospital with reasonable charges. It very clean and well mantained.,5,positive,"World class health facility,the best in eastern Africa.Top notch health workers and machines",4,positive,"I highly recommend this hospital i had the best experience in maternity ward very professional doctors and nurses..
Thanks to Dr Deepak and his team he did a successful operation, i cant forget also Dr john and ward team for taking care of me and my baby i will definitely come back…",5,positive,"THE HEALTH WORKES HERE ARE OVERWHELMED , THEY REALLY NEED MORE STAFF.",5,positive,Terrible experience and very slow service. Infact cleaners and guards do customer care issues. For any assistance just see those two aside,3,negative,Dr Reel and his team at the MP Shah emergency paediatric unit went above and beyond our expectations. We are so immensely grateful for their incredible care and for making us comfortable during my daughter�s stay. THANK YOU!,5,positive,The reception was good...but too much delay at the radiology area.more than 2 hrs waiting time without communication is not a good experience....,5,positive,I went for a surgery doctors were ok but the nurses made the whole experience terrible. Very aggressive and I had to practically beg for my medication. I went back two weeks later for my check up and they told me I had to pay again even though I paid for the surgery? Wouldn’t recommend I’d rather die,1,negative,Well its not that bad off ..........buh alleast they should allow people in to see family.... As soon as they deliver ...............well brought a friend .......whom av not even seen since I brought her...and if I wanna talk to her ..she has to come all the way to where I'm.... Despite ..she is in pain,5,positive,,"I really have to commend the service. The visit has been so smooth, despite the waiting time, all staff have been extremely helpful. From the security, to the reception, nurses and doctors and all staff are all going beyond. This is �",positive,5
"I will not experience a poor hospital other than this, we came emergencies, and the nurse started you name where do you live, what do you work, then after an hour investigation, and paid ofcourse, we reached the doctor and he started asking �",1,positive,Three hours and not received any sign of treatment. It feels awkward to keep asking if my name will be called. Others come jump the line and no explanation.  Its very disappointing.  I hope something will be done. Thanks you.,1,negative,"Kenyatta National Hospital is a renowned referral medical facility in Kenya. It offers a wide range of specialized services, advanced technology, and highly skilled doctors. The hospital is well-organized, clean, and efficiently run. �",4,positive,"Good experience. Modern hospital, clean and well maintained with friendly staff.",5,positive,Services are great and there's a lot of clients here,3,positive,good services offered especially eye clinic where i have gone. perfect to the doctors and all other staff. very efficient and freindly,5,positive,The staff are really friendly and eager to assist. This assists in healing.  A big thumps up to Nurse Njoroge and Simon Peter for their dedication and kitchen staff especially Victor for the meals. �,5,positive,"The Hopital is very huge. You can easily get lost in here😄. In  fact if you have no one who knows the place and it's your first time visiting, you will get a lot of delays for the systems they use here are complex. But its a very nice hospital with all specialists you will ever need. …",5,positive,My husband was admitted at your hospital and so far Iam impressed with your services.You took care of him very well.Bravo!!!Nairobi West,5,positive,Its the  biggest martenity hospital in the city with large capacity and high number attendance of expectant mother's.They tend to offer exemplary services on post Natal care .They are keen on child growth and wellbeing.However the nurses …,2,positive,,"I will not experience a poor hospital other than this, we came emergencies, and the nurse started you name where do you live, what do you work, then after an hour investigation, and paid ofcourse, we reached the doctor and he started asking �",positive,1
Extremely poor service at the so called Doctor's Plaza. Urology and Opthalmology ...... very pathetic service...deteriorated to Kenyatta Hospital standards. Ultrasound dept summed it all up.... PATHETIC......not worth the name and level of consultation fees charged!!! What a day...! ??Only go there if you really must! �,1,positive,"I have gone through the comments
Complains from security asking for chai to rude reception,unbothered nurses and long discharging process …",2,positive,"The place is a behemoth, King George V, I believe is the old name. The number of people it attends to is staggering. A true serve centre in healthcare. The hospital could do with a face lift and also revamping of the internals like beds etc �",4,positive,A very  professional health care facility. Clear signage to help you get around,1,positive,"Besides the long queues and congestion,the service was great",1,positive,I have been there and they are good and friendly,5,positive,"The hospital is good for lab services but appointment with Doctors is another ballgame. You take an appointment with a specialist, in my case Dr.Grace the Hematologist and they will cancel at the last minute and postpone you to next week, �",1,positive,TAT on handling emergency cases is below average considering that it’s a private hospital. Few patients and less caring staff…more specifically at the radiology,1,negative,Generally slow and rude staff and the turnover time is horrible. Why civil service considers this a good hospital baffles me. There are better facilities that civil service employees can access. Bad bad experience,1,negative,"The midwives were rude and disrespectful to the poor mom-to-be in labor.  No labor support are allowed in the delivery, not a doula, midwife, mom, sister, no one.  They said the woman with contracti9ns 2 min apart was not effaced or dilated …",5,negative,,Extremely poor service at the so called Doctor's Plaza. Urology and Opthalmology ...... very pathetic service...deteriorated to Kenyatta Hospital standards. Ultrasound dept summed it all up.... PATHETIC......not worth the name and level of consultation fees charged!!! What a day...! ??Only go there if you really must! �,positive,1
"Great services, a bit pricey and some more staffing would be queues to cut on the long waits , experienced.
would help ease the waiting time  for numerous services. �",3,positive,"This hospital is very incompetent,especially the workers here are very rude especially a short lady in the accounts office i met today she is very rude and mannerless she needs to be checked for her bad behaviour.The overrall hygiene of the …",1,negative,"Hospitals are medical facilities that provide a range of healthcare services, from emergency care to specialized treatments. They are staffed by trained healthcare professionals, such as doctors, nurses, and support staff. Hospitals can be �",1,positive,Had my relative here lately. This public health facility surpasses all others of its kind. My first time here and totally blown away. Very clean. You don't fear to visit washrooms here …,1,positive,I would never recommend this hospital to anyone. First if you need a PWD service you will be booked at a later date not telling you the requirements you need. At the later date they tell you the requirement then you are booked at an even …,4,negative,Patient friendly staff,5,positive,I had brought my son from school had an injury below the eyebrow and had bleeding. We waited for more than 2 hours in paediatric casualty and had to come out no doctors attended .we enquired at the reception for couple of times even with �,1,negative,"This is a review of the hospital itself and not doctors plaza. Very happy about service provided at maternity section. Attention, meals and overall attentiveness. The nurses taking care of babies are so jovial and happy about their work. …",1,positive,"Very great services from Nairobi West hospital.
Top notch nurses very friendly and welcoming.
I'll recommend anyone",5,positive,"My wife delivered in this hospital,we Got twins n she is going through a wonderful treatment together with the kids,i love their services plus their level of hygiene.",3,positive,,"Great services, a bit pricey and some more staffing would be queues to cut on the long waits , experienced.
would help ease the waiting time  for numerous services. �",positive,3
Worst customer care service ever. Called in yesterday to book an appointment for today and was told that they would call me back. They never called me back so I called in today and was told to book an appointment for tomorrow again. Also �,1,positive,Pathetic services especially the accounts office ..very rude and arrogant ladies . Its as thought services are free.. discharge is from 8am to 3pm waiting.. …,1,negative,"The prime care is really good...
Very clean ,good food etc but some nurses are letting the hospital down... �",5,positive,"Some doctors are great some are not' including nurses and kitchen stuff.

I didn't like the fact students were the one doing most especially blood …",1,positive,Best services...especially A/E good people there,5,positive,"The services were okey, but waiting tyme for clearance is wanting,told to wait, coz hakuna lights, why not hv aback  plan",3,positive,The service and staff were amazing. Took good care of us and were informative. Quick response every time I called. The private wards in maternity could use an upgrade in terms of interior decor considering the premium price being paid. The �,4,positive,"Nairobi Hospital stands as a pillar of healthcare excellence, embodying a commitment to top-notch medical care and patient-centric services. This renowned institution has solidified its reputation as a healthcare leader, offering a …",5,positive,I have been admitted at the hospital and so far I have loved the services.Staff are so encouraging and kind,5,positive,The best hospital ever I delivered my son there and everything was perfect despite the challenges I had may God bless the doctors there,4,positive,,Worst customer care service ever. Called in yesterday to book an appointment for today and was told that they would call me back. They never called me back so I called in today and was told to book an appointment for tomorrow again. Also �,positive,1
"The Aga Khan University Hospital is one of the leading hospitals in Nairobi with quality and professional services. There are several units within the main hospital: heart and cancer centre, pediatrics, surgery units and a full doctor's �",4,positive,"Great place and very clean. Patient also very satisfied. The food is good, the rooms are clean and the ambience is great. It does not smell of anything medical, the wards that is.",4,positive,"Thanks Kenyatta national hospital a million times for your maternity services, will always choose you again and again",5,positive,A modern made teaching and referral hospital located at Nairobi county near the border of kiambu county in Kenya...... Good medical services including na modern funeral home,5,positive,It's one of the top government hospital has the best facilities,4,positive,Where integrated health services are offered via a committed team of health workers.,1,positive,"The service was terrible. The nurses were extremely unprofessional and rude. Very poor service, negligence of the highest order. Inconsideration to the new mother and her baby, no training whatsoever. Very frustrating! I don�t recommend the new maternity wing at all!",1,negative,"Low quality service. Slow response to the patients. Bad food. Very low food quality.
Very unkind doctors",1,negative,"Very slow service...there is no day I have ever been served fast.
Today we are only three at the pharmacy and I have waited for 1 hour to get meds..the other time I waited for 3 hrs...not to mention you don't even have the …",1,negative,Good health  facility,1,positive,,"The Aga Khan University Hospital is one of the leading hospitals in Nairobi with quality and professional services. There are several units within the main hospital: heart and cancer centre, pediatrics, surgery units and a full doctor's �",positive,4
